Id,Name,Surname,Division,Manager,Gender,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,Date of Birth,Age,Preferred Name,Nationality,Hobbies,Pronouns,Mobile Number,Email,Aug_D_Q1,Aug_D_Q2,Aug_D_Q3,Aug_D_Q4,Aug_D_Q5,D_Negative,D_Neutral,D_Positive,Aug_E_Q1,Aug_E_Q2,Aug_E_Q3,Aug_E_Q4,Aug_E_Q5,E_Negative,E_Neutral,E_Positive,Aug_I_Q1,Aug_I_Q2,Aug_I_Q3,Aug_I_Q4,Aug_I_Q5,I_Negative,I_Neutral,I_Positive
6747,Ruby,Watson,Sales,No,Female,Heterosexual,No,No,White,Yes,No,No,1979-05-23,43,Ruby,Russian,Sports,She/her/hers,111 111 7133,Ruby.Watson@mail.ca,2,2,2,2,2,0,0,5,0,2,-1,1,2,1,1,3,0,2,2,-1,2,1,1,3
6748,Angelique,Clark,Marketing,No,Male,Heterosexual,No,No,White,Yes,No,No,1987-11-01,34,Angelique,Bangladeshi,Crafting,He/him/his,120 239 6364,Angelique.Clark@mail.ca,1,2,1,1,0,0,1,4,2,-2,-2,-2,-2,4,0,1,-1,1,-2,-2,2,3,0,2
6749,Rocco,Griffiths,RD,No,Transgender,Heterosexual,Yes,No,White,No,No,No,1988-03-29,34,Rocco,Canadian,Reading,They/them/theirs,599 862 1225,Rocco.Griffiths@mail.ca,-1,1,1,2,-1,2,0,3,1,1,2,0,2,0,1,4,0,1,1,-2,0,1,2,2
6750,Jamie,Smith,Sales,No,Male,Heterosexual,No,No,Asian,Yes,Yes,No,1979-02-19,43,Jamie,American,Music,He/him/his,388 520 6868,Jamie.Smith@mail.ca,2,2,1,1,1,0,0,5,0,1,1,1,2,0,1,4,-1,1,-2,0,2,2,1,2
6751,Abdul,Snell,IT,No,Male,Heterosexual,No,No,White,No,No,No,1985-01-30,37,Abdul,American,Reading,He/him/his,227 935 9494,Abdul.Snell@mail.ca,2,1,-1,2,2,1,0,4,2,1,1,2,2,0,0,5,0,1,-2,-1,0,2,2,1
6752,David,Ellis,Finance,No,Male,Heterosexual,No,No,White,Yes,No,No,1974-03-07,48,David,Canadian,Sports,He/him/his,442 450 3941,David.Ellis@mail.ca,-2,-1,0,1,2,2,1,2,-2,0,-1,1,0,2,2,1,-2,1,1,-1,2,2,0,3
6753,Cara,Penn,IT,Yes,Male,Heterosexual,No,No,White,No,No,No,1972-02-01,50,Cara,Indian,Music,He/him/his,769 530 2643,Cara.Penn@mail.ca,1,1,2,1,-2,1,0,4,-2,2,2,2,-2,2,0,3,2,0,2,1,1,0,1,4
6754,Cedrick,Thomas,IT,No,Female,Heterosexual,No,Yes,White,No,No,No,1990-07-13,32,Cedrick,Canadian,Travelling,She/her/hers,675 376 8491,Cedrick.Thomas@mail.ca,0,-1,0,1,1,1,2,2,2,1,1,1,0,0,1,4,0,2,2,-1,0,1,2,2
6755,Brad,Cadman,IT,No,Female,Prefer not to say,Prefer not to say,No,Black,Yes,No,No,1991-07-30,31,Brad,Vietnamese,Music,She/her/hers,192 777 3983,Brad.Cadman@mail.ca,2,-1,1,0,-1,2,1,2,-1,-1,-1,-2,-1,5,0,0,0,-2,-2,-1,-1,4,1,0
6756,Dani,Morgan,IT,Yes,Female,Heterosexual,No,Prefer not to say,White,No,No,No,1997-11-27,24,Dani,Canadian,Travelling,She/her/hers,898 626 1422,Dani.Morgan@mail.ca,2,-1,2,-2,2,2,0,3,-1,-2,2,-2,0,3,1,1,-1,1,1,-1,2,2,0,3
6757,Ryan,Watt,Marketing,No,Prefer not to say,Heterosexual,No,No,Asian,No,Yes,No,1982-10-20,39,Ryan,Ecuadorian,Cooking,E/em/eirs,959 667 4133,Ryan.Watt@mail.ca,-1,-2,2,2,1,2,0,3,-2,2,2,0,2,1,1,3,1,1,-2,2,2,1,0,4
6758,Oliver,Jones,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1983-09-14,39,Oliver,Vietnamese,Travelling,She/her/hers,220 875 2440,Oliver.Jones@mail.ca,1,0,1,-2,-1,2,1,2,0,1,1,-2,2,1,1,3,-1,2,2,1,2,1,0,4
6759,Mona,Evans,Operations,No,Female,Heterosexual,No,No,Asian,No,No,No,1978-12-15,43,Mona,American,Sports,She/her/hers,908 833 4898,Mona.Evans@mail.ca,0,-2,-1,1,-1,3,1,1,-2,1,1,-2,1,2,0,3,1,2,1,-2,1,1,0,4
6760,Chadwick,York,Sales,No,Transgender,Heterosexual,Yes,Yes,White,No,Yes,No,1990-05-26,32,Chadwick,Indian,Cooking,Ze/zir/zirs,951 223 9990,Chadwick.York@mail.ca,2,-2,-1,-2,-2,4,0,1,-1,-1,2,2,-2,3,0,2,2,1,1,-2,1,1,0,4
6761,Kieth,Funnell,Marketing,No,Male,Heterosexual,No,No,White,No,No,No,1988-03-11,34,Kieth,Indian,Cooking,He/him/his,553 403 2772,Kieth.Funnell@mail.ca,-1,1,2,-2,0,2,1,2,2,-2,2,1,-2,2,0,3,-1,1,1,-2,2,2,0,3
6762,John,Griffiths,Marketing,No,Male,Prefer not to say,Yes,No,White,No,Yes,No,1986-07-07,36,John,Canadian,Video Games,He/him/his,516 788 9552,John.Griffiths@mail.ca,-2,-2,-2,0,-2,4,1,0,1,1,2,2,2,0,0,5,2,1,1,2,1,0,0,5
6763,Maribel,Mooney,Operations,No,Female,Heterosexual,No,No,Latin,No,No,No,1969-09-25,53,Maribel,Canadian,Travelling,She/her/hers,630 533 3468,Maribel.Mooney@mail.ca,2,-2,1,1,-1,2,0,3,0,2,1,2,0,0,2,3,1,2,1,0,2,0,1,4
6764,Bob,Mcgregor,IT,No,Female,Prefer not to say,Yes,No,Asian,Yes,No,No,1959-10-06,63,Bob,Canadian,Video Games,She/her/hers,319 513 6571,Bob.Mcgregor@mail.ca,-2,2,-2,1,0,2,1,2,1,1,2,-2,1,1,0,4,0,0,0,-1,0,1,4,0
6765,Julian,Stanton,IT,No,Female,Heterosexual,No,No,White,Yes,No,No,1990-11-29,31,Julian,Colombian,Music,She/her/hers,902 180 6469,Julian.Stanton@mail.ca,1,2,1,1,1,0,0,5,2,0,-1,-2,0,2,2,1,-2,1,1,0,1,1,1,3
6766,Brad,Fowler,Sales,No,Male,Heterosexual,No,No,Asian,No,No,No,1988-03-12,34,Brad,Costa Rican,Music,He/him/his,940 630 2195,Brad.Fowler@mail.ca,-2,-1,-2,1,2,3,0,2,-1,1,2,2,2,1,0,4,2,1,1,-1,0,1,1,3
6767,Russel,Sinclair,Sales,No,Male,Prefer not to say,Prefer not to say,No,White,Yes,No,No,1997-08-24,25,Russel,Canadian,Reading,He/him/his,581 898 4498,Russel.Sinclair@mail.ca,1,-2,-1,-1,0,3,1,1,2,2,-1,2,-1,2,0,3,2,0,-1,0,-2,2,2,1
6768,Georgia,Mann,Sales,No,Male,Heterosexual,No,No,White,No,Yes,No,1962-12-11,59,Georgia,American,Cooking,He/him/his,740 413 6962,Georgia.Mann@mail.ca,1,0,1,2,-1,1,1,3,-1,0,0,1,-2,2,2,1,2,0,2,-2,0,1,2,2
6769,Mike,Yard,Operations,No,Male,Heterosexual,No,No,Asian,No,No,No,1981-10-16,40,Mike,Indian,Music,He/him/his,831 648 3132,Mike.Yard@mail.ca,1,-1,-2,2,-1,3,0,2,1,1,1,-2,1,1,0,4,-2,1,0,0,-1,2,2,1
6770,Liam,Trent,Sales,No,Male,Heterosexual,No,No,White,No,Yes,No,1992-09-03,30,Liam,American,Travelling,He/him/his,700 220 5942,Liam.Trent@mail.ca,1,1,1,1,-1,1,0,4,-2,2,1,2,1,1,0,4,-2,2,1,0,-1,2,1,2
6771,Elle,Veale,Marketing,Yes,Male,Heterosexual,No,No,White,No,No,No,1969-08-30,53,Elle,Canadian,Crafting,He/him/his,328 867 7739,Elle.Veale@mail.ca,-2,0,-1,2,1,2,1,2,0,1,2,0,2,0,2,3,0,1,-1,-1,1,2,1,2
6772,Kate,Vincent,Sales,No,Male,Heterosexual,No,No,Asian,No,No,No,1986-04-15,36,Kate,American,Travelling,He/him/his,843 333 4460,Kate.Vincent@mail.ca,2,-1,2,2,1,1,0,4,2,1,-2,1,1,1,0,4,1,1,2,1,2,0,0,5
6773,Barry,Powell,IT,No,Male,Heterosexual,No,No,White,No,No,No,1997-04-03,25,Barry,Canadian,Reading,He/him/his,863 963 9750,Barry.Powell@mail.ca,0,0,-1,1,2,1,2,2,0,1,2,2,2,0,1,4,0,1,2,-1,-2,2,1,2
6774,Kieth,Bailey,Sales,No,Male,Heterosexual,No,Yes,White,No,No,No,1981-08-26,41,Kieth,Canadian,Travelling,He/him/his,180 334 1321,Kieth.Bailey@mail.ca,0,1,0,1,-2,1,2,2,1,-1,1,1,-1,2,0,3,1,1,-2,1,-2,2,0,3
6775,Juliette,Bell,IT,No,Male,Heterosexual,No,No,Middle Eastern,No,No,No,1990-07-30,32,Juliette,Indonesian,Video Games,He/him/his,923 896 1676,Juliette.Bell@mail.ca,2,0,1,2,-2,1,1,3,-1,1,2,1,2,1,0,4,-1,-1,-2,-2,0,4,1,0
6776,Gemma,Vollans,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1993-12-07,28,Gemma,Canadian,Video Games,He/him/his,962 296 6297,Gemma.Vollans@mail.ca,-2,-1,-2,1,1,3,0,2,0,1,2,0,1,0,2,3,2,1,2,1,1,0,0,5
6777,Harriet,Ralph,Operations,Yes,Female,Prefer not to say,Yes,No,White,No,No,No,1976-03-11,46,Harriet,Canadian,Music,She/her/hers,304 725 4511,Harriet.Ralph@mail.ca,-1,1,1,2,-1,2,0,3,0,1,1,-1,2,1,1,3,2,0,-1,1,-1,2,1,2
6778,Kenzie,Jefferson,Sales,No,Male,Heterosexual,No,No,White,Yes,Prefer not to say,No,1988-03-13,34,Kenzie,Canadian,Music,He/him/his,789 848 8533,Kenzie.Jefferson@mail.ca,-1,1,1,2,2,1,0,4,-2,1,-2,2,1,2,0,3,-1,1,1,0,1,1,1,3
6779,Owen,Holt,HR,No,Female,Heterosexual,No,Yes,White,No,No,No,1961-10-11,60,Owen,Canadian,Travelling,She/her/hers,100 798 5904,Owen.Holt@mail.ca,-1,0,0,2,2,1,2,2,1,0,2,-1,1,1,1,3,0,-2,0,1,-2,2,2,1
6780,Javier,Vaughan,Operations,No,Female,Heterosexual,No,No,White,No,No,No,1974-05-03,48,Javier,Bangladeshi,Travelling,She/her/hers,534 441 9244,Javier.Vaughan@mail.ca,2,0,2,1,1,0,1,4,0,2,2,-1,1,1,1,3,-1,1,1,2,2,1,0,4
6781,Leah,Oliver,RD,No,Male,Heterosexual,No,No,White,No,No,No,1983-06-24,39,Leah,French,Sports,He/him/his,727 115 5163,Leah.Oliver@mail.ca,-1,1,-1,1,1,2,0,3,0,1,1,2,2,0,1,4,0,-2,0,0,-1,2,3,0
6782,Wade,Cameron,Marketing,No,Male,Prefer not to say,Prefer not to say,No,White,Yes,No,No,1997-01-29,25,Wade,Canadian,Music,He/him/his,717 339 1216,Wade.Cameron@mail.ca,1,2,-2,2,-1,2,0,3,0,2,0,1,1,0,2,3,0,2,2,0,1,0,2,3
6783,Callie,Vernon,Finance,No,Male,Heterosexual,No,No,White,No,Yes,No,1990-01-06,32,Callie,Moroccan,Cooking,He/him/his,172 268 1340,Callie.Vernon@mail.ca,-1,-2,0,2,-1,3,1,1,0,2,2,1,2,0,1,4,0,1,2,0,2,0,2,3
6784,Tom,Verdon,Sales,No,Female,Heterosexual,No,No,Asian,No,No,No,1988-03-24,34,Tom,Canadian,Video Games,She/her/hers,631 460 6511,Tom.Verdon@mail.ca,0,-2,1,-2,0,2,2,1,0,1,0,-2,1,1,2,2,-1,-1,-1,-1,-1,5,0,0
6785,Taylor,Hopkinson,IT,No,Female,Heterosexual,No,No,White,No,Prefer not to say,No,1995-12-25,26,Taylor,Polish,Music,She/her/hers,612 813 4349,Taylor.Hopkinson@mail.ca,-1,-1,0,-1,-2,4,1,0,-2,1,2,0,2,1,1,3,2,-1,-1,-2,0,3,1,1
6786,Gabriel,Durrant,IT,No,Male,Heterosexual,No,No,Black,No,Yes,No,1971-03-04,51,Gabriel,Canadian,Sports,He/him/his,501 234 4705,Gabriel.Durrant@mail.ca,-2,1,0,1,1,1,1,3,-2,2,1,2,2,1,0,4,0,2,1,0,0,0,3,2
6787,Maggie,Plant,Sales,No,Female,Heterosexual,No,No,White,Yes,No,No,1977-01-12,45,Maggie,Canadian,Cooking,She/her/hers,960 747 7125,Maggie.Plant@mail.ca,2,-1,1,2,2,1,0,4,0,2,2,-2,-1,2,1,2,2,1,1,2,1,0,0,5
6788,Cassidy,Rowlands,Sales,No,Male,Heterosexual,No,No,Middle Eastern,No,No,No,1970-12-17,51,Cassidy,Canadian,Video Games,He/him/his,522 209 9448,Cassidy.Rowlands@mail.ca,-1,1,-2,1,1,2,0,3,-2,2,2,2,1,1,0,4,-1,1,2,0,1,1,1,3
6789,Cedrick,Sloan,Sales,No,Male,Prefer not to say,Prefer not to say,No,White,No,No,No,1982-10-18,39,Cedrick,British,Music,He/him/his,883 194 5171,Cedrick.Sloan@mail.ca,-2,-1,-1,2,1,3,0,2,2,0,1,2,-2,1,1,3,0,2,2,-2,1,1,1,3
6790,Barney,Rycroft,Marketing,No,Male,Heterosexual,No,No,White,No,No,No,1961-02-13,61,Barney,Canadian,Music,He/him/his,132 699 8904,Barney.Rycroft@mail.ca,-2,-2,0,1,2,2,1,2,1,0,1,2,-1,1,1,3,-1,2,-1,2,0,2,1,2
6791,Camellia,Mccall,Marketing,No,Female,Heterosexual,Prefer not to say,No,Black,No,Yes,No,1983-06-24,39,Camellia,Bangladeshi,Reading,She/her/hers,509 546 8416,Camellia.Mccall@mail.ca,0,1,-1,2,1,1,1,3,-2,-1,1,-2,2,3,0,2,0,2,0,-1,2,1,2,2
6792,Jamie,Tanner,Sales,No,Male,Heterosexual,No,No,White,No,No,Prefer not to say,1961-08-16,61,Jamie,American,Travelling,He/him/his,923 938 7915,Jamie.Tanner@mail.ca,1,0,2,0,-2,1,2,2,-1,1,1,0,1,1,1,3,2,2,2,2,1,0,0,5
6793,Manuel,Victor,Marketing,No,Female,Heterosexual,No,No,White,No,Prefer not to say,No,1992-10-15,29,Manuel,American,Cooking,She/her/hers,761 785 3099,Manuel.Victor@mail.ca,-1,-1,0,1,0,2,2,1,2,2,2,0,-1,1,1,3,2,1,2,1,0,0,1,4
6794,Taylor,Mullins,IT,No,Male,Heterosexual,No,No,Asian,Yes,Yes,No,1965-06-06,57,Taylor,Malaysian,Reading,He/him/his,492 873 7620,Taylor.Mullins@mail.ca,0,2,-1,1,2,1,1,3,2,2,0,1,2,0,1,4,2,-1,-2,0,-2,3,1,1
6795,Roger,Wild,RD,No,Male,Heterosexual,No,No,White,No,No,No,1987-09-26,35,Roger,Bangladeshi,Music,He/him/his,154 212 2609,Roger.Wild@mail.ca,2,1,2,1,1,0,0,5,2,1,2,1,2,0,0,5,1,2,2,2,1,0,0,5
6796,Lynn,Davies,IT,No,Male,Homosexual,Yes,No,Middle Eastern,No,No,No,1994-04-27,28,Lynn,American,Cooking,He/him/his,589 864 5531,Lynn.Davies@mail.ca,-1,0,0,1,-2,2,2,1,-2,1,-1,1,-1,3,0,2,-1,2,1,0,1,1,1,3
6797,Bernadette,Welsch,Finance,No,Female,Heterosexual,No,No,White,No,No,No,1992-09-27,30,Bernadette,Canadian,Sports,She/her/hers,151 442 8020,Bernadette.Welsch@mail.ca,-1,1,2,1,2,1,0,4,0,1,2,0,2,0,2,3,2,1,1,2,-2,1,0,4
6798,Josh,Harrison,Sales,No,Male,Heterosexual,No,No,White,Yes,No,No,1960-12-02,61,Josh,British,Travelling,He/him/his,301 702 1277,Josh.Harrison@mail.ca,-1,-2,0,1,2,2,1,2,0,1,2,1,0,0,2,3,-2,1,1,-1,2,2,0,3
6799,Hank,Townend,Sales,No,Male,Heterosexual,No,No,White,No,No,No,1977-10-14,44,Hank,Greek,Sports,He/him/his,812 338 2041,Hank.Townend@mail.ca,1,-2,2,2,0,1,1,3,2,1,2,2,2,0,0,5,1,1,2,1,1,0,0,5
6800,Cassidy,Turner,IT,No,Male,Prefer not to say,Yes,No,White,Yes,No,No,1984-04-04,38,Cassidy,Indian,Reading,He/him/his,172 380 4577,Cassidy.Turner@mail.ca,-1,1,-2,1,1,2,0,3,2,2,0,2,-1,1,1,3,0,0,-2,2,-1,2,2,1
6801,Johnathan,Reynolds,Finance,Yes,Female,Heterosexual,No,No,White,No,Yes,No,1994-07-23,28,Johnathan,Canadian,Music,She/her/hers,508 999 9503,Johnathan.Reynolds@mail.ca,-2,-1,-2,1,1,3,0,2,0,1,1,-1,-2,2,1,2,0,2,-1,2,-1,2,1,2
6802,Barney,Edmonds,Operations,Yes,Male,Heterosexual,Prefer not to say,No,White,No,No,No,1995-09-02,27,Barney,Indian,Sports,He/him/his,948 460 7363,Barney.Edmonds@mail.ca,0,2,2,1,2,0,1,4,-1,2,1,2,2,1,0,4,1,2,1,1,0,0,1,4
6803,Sloane,Dallas,Marketing,No,Male,Heterosexual,No,No,Asian,Yes,No,No,1993-12-25,28,Sloane,Haitian,Crafting,He/him/his,363 283 8354,Sloane.Dallas@mail.ca,2,0,1,1,1,0,1,4,2,1,1,-1,-1,2,0,3,0,1,1,-1,2,1,1,3
6804,Kurt,Eastwood,RD,No,Male,Heterosexual,Prefer not to say,No,Asian,No,No,No,1995-04-11,27,Kurt,Canadian,Music,He/him/his,376 526 8642,Kurt.Eastwood@mail.ca,2,2,2,1,1,0,0,5,-2,2,2,-1,1,2,0,3,1,1,2,1,2,0,0,5
6805,Tara,Styles,RD,No,Male,Prefer not to say,Yes,No,White,No,No,No,1987-07-10,35,Tara,Canadian,Travelling,He/him/his,309 462 8975,Tara.Styles@mail.ca,1,-1,2,2,-1,2,0,3,2,1,-1,2,2,1,0,4,1,1,1,2,1,0,0,5
6806,Lucy,Poole,RD,No,Female,Homosexual,Yes,No,White,Yes,Yes,No,1979-09-30,43,Lucy,American,Sports,She/her/hers,662 868 4451,Lucy.Poole@mail.ca,1,2,2,1,0,0,1,4,0,1,2,0,1,0,2,3,0,0,0,0,-2,1,4,0
6807,Domenic,Boyle,IT,No,Male,Heterosexual,No,No,White,No,Yes,No,1995-05-13,27,Domenic,Canadian,Sports,He/him/his,137 322 8062,Domenic.Boyle@mail.ca,-2,-2,2,1,2,2,0,3,-1,2,-1,2,1,2,0,3,0,2,2,-1,0,1,2,2
6808,Tyson,Cooper,Marketing,No,Female,Heterosexual,No,No,White,No,Yes,No,1981-06-23,41,Tyson,Zimbabwean,Sports,She/her/hers,320 961 6210,Tyson.Cooper@mail.ca,-2,2,-1,2,2,2,0,3,-2,-1,0,0,-2,3,2,0,2,2,2,-1,1,1,0,4
6809,Emely,Bradley,Marketing,No,Female,Heterosexual,No,No,White,No,No,No,1993-01-13,29,Emely,Canadian,Travelling,She/her/hers,771 156 2180,Emely.Bradley@mail.ca,2,-2,2,1,1,1,0,4,0,1,2,0,1,0,2,3,1,2,0,-2,1,1,1,3
6810,Alan,Redfern,Finance,No,Male,Heterosexual,No,No,White,No,Yes,No,1996-10-25,25,Alan,American,Cooking,He/him/his,632 959 3731,Alan.Redfern@mail.ca,2,-2,1,1,2,1,0,4,0,2,2,1,2,0,1,4,2,2,2,1,2,0,0,5
6811,Denny,Pratt,Finance,No,Female,Heterosexual,No,No,White,No,No,No,1991-03-06,31,Denny,Indian,Sports,She/her/hers,864 344 2006,Denny.Pratt@mail.ca,1,-2,2,2,1,1,0,4,0,2,1,0,2,0,2,3,2,2,1,2,-1,1,0,4
6812,Enoch,Notman,Finance,No,Non-binary/non-conforming,Heterosexual,No,No,Latin,No,No,No,1984-05-31,38,Enoch,Canadian,Cooking,Ze/zir/zirs,657 286 7896,Enoch.Notman@mail.ca,2,1,1,1,1,0,0,5,1,1,2,-2,0,1,1,3,-1,2,2,-2,2,2,0,3
6813,Harvey,Windsor,HR,No,Prefer not to say,Bisexual,Prefer not to say,No,Asian,No,No,No,1957-06-21,65,Harvey,Canadian,Music,They/them/theirs,756 177 8207,Harvey.Windsor@mail.ca,-2,0,-2,1,2,2,1,2,2,-1,1,0,0,1,2,2,2,-1,0,1,-2,2,1,2
6814,Cecilia,Thompson,IT,No,Male,Heterosexual,No,No,White,No,No,No,1967-08-08,55,Cecilia,Russian,Sports,He/him/his,740 571 7778,Cecilia.Thompson@mail.ca,-1,1,-2,2,2,2,0,3,2,2,2,1,2,0,0,5,-1,1,1,-1,1,2,0,3
6815,Manuel,Cann,Marketing,No,Female,Heterosexual,No,No,Asian,No,Yes,No,1983-06-19,39,Manuel,Polish,Cooking,She/her/hers,348 282 3839,Manuel.Cann@mail.ca,2,-1,-2,1,-2,3,0,2,-2,1,2,-1,1,2,0,3,2,1,1,2,1,0,0,5
6816,Cecilia,Malone,Finance,No,Female,Heterosexual,No,No,White,No,No,No,1977-04-23,45,Cecilia,Mexican,Sports,She/her/hers,623 918 8478,Cecilia.Malone@mail.ca,1,-2,1,2,1,1,0,4,-1,1,1,-1,2,2,0,3,0,2,2,-2,1,1,1,3
6817,Sebastian,Wren,Sales,No,Male,Prefer not to say,Prefer not to say,No,White,No,Yes,No,1962-01-16,60,Sebastian,Peruvian,Travelling,He/him/his,365 189 4994,Sebastian.Wren@mail.ca,0,-2,-2,1,1,2,1,2,2,-1,0,1,0,1,2,2,-2,2,2,-2,1,2,0,3
6818,Hope,Carpenter,IT,Yes,Male,Heterosexual,No,No,White,No,No,No,1971-07-13,51,Hope,Taiwanese,Sports,He/him/his,438 902 2924,Hope.Carpenter@mail.ca,-1,1,2,2,-1,2,0,3,-2,-1,1,2,-2,3,0,2,1,2,2,2,1,0,0,5
6819,Anabelle,Hale,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1980-10-21,41,Anabelle,Canadian,Fishing,He/him/his,676 103 2896,Anabelle.Hale@mail.ca,0,-1,-1,1,2,2,1,2,-1,1,1,0,1,1,1,3,1,2,-2,2,2,1,0,4
6820,Oliver,Roman,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1982-05-11,40,Oliver,Canadian,Sports,He/him/his,149 652 7076,Oliver.Roman@mail.ca,0,2,1,1,2,0,1,4,2,2,2,2,2,0,0,5,1,2,-2,1,2,1,0,4
6821,Sofie,Russell,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1972-11-15,49,Sofie,American,Music,She/her/hers,753 482 4100,Sofie.Russell@mail.ca,2,-2,2,1,-1,2,0,3,2,2,2,-2,2,1,0,4,-1,-2,2,-2,-2,4,0,1
6822,Jacob,Todd,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1988-06-29,34,Jacob,Canadian,Sports,He/him/his,660 732 4588,Jacob.Todd@mail.ca,-2,0,-1,2,-1,3,1,1,-2,1,2,2,2,1,0,4,0,2,1,-1,2,1,1,3
6823,Valentina,Stanton,IT,No,Male,Heterosexual,No,No,White,No,No,No,1992-02-21,30,Valentina,Canadian,Sports,He/him/his,361 122 4230,Valentina.Stanton@mail.ca,-2,-1,-1,2,2,3,0,2,1,1,1,-1,0,1,1,3,0,1,1,-1,-2,2,1,2
6824,Regina,Hope,HR,No,Prefer not to say,Heterosexual,No,No,Asian,No,No,No,1983-08-01,39,Regina,Canadian,Reading,They/them/theirs,259 296 3051,Regina.Hope@mail.ca,-1,0,-1,1,2,2,1,2,0,2,2,-1,1,1,1,3,-2,1,2,-1,0,2,1,2
6825,Erick,Whittle,IT,No,Female,Heterosexual,No,No,White,No,No,No,1980-04-24,42,Erick,Canadian,Reading,She/her/hers,755 237 4320,Erick.Whittle@mail.ca,0,0,0,2,1,0,3,2,0,2,0,1,1,0,2,3,-2,-2,-2,-2,-1,5,0,0
6826,Leroy,Rosenbloom,HR,No,Female,Heterosexual,No,No,White,No,No,No,1957-12-03,64,Leroy,Indian,Music,She/her/hers,771 579 2502,Leroy.Rosenbloom@mail.ca,1,-1,2,0,-2,2,1,2,2,0,-2,-1,-1,3,1,1,0,1,1,2,2,0,1,4
6827,John,James,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1993-08-17,29,John,Indian,Video Games,He/him/his,493 787 1158,John.James@mail.ca,-1,2,1,1,2,1,0,4,-1,-2,2,2,0,2,1,2,2,1,-2,1,1,1,0,4
6828,Sonya,Parker,Operations,No,Prefer not to say,Heterosexual,No,No,White,No,No,Prefer not to say,1993-02-19,29,Sonya,Indian,Fishing,They/them/theirs,133 457 9361,Sonya.Parker@mail.ca,-2,-2,-2,-1,0,4,1,0,2,-1,2,0,-1,2,1,2,2,1,2,-1,2,1,0,4
6829,Zoe,Grey,IT,Yes,Male,Heterosexual,No,No,White,No,No,No,1967-03-27,55,Zoe,Canadian,Cooking,He/him/his,892 307 6417,Zoe.Grey@mail.ca,-2,2,2,1,-2,2,0,3,-1,2,1,1,1,1,0,4,0,2,1,-2,1,1,1,3
6830,Victoria,Lyon,IT,Yes,Male,Heterosexual,No,No,Asian,No,No,No,1985-06-24,37,Victoria,Canadian,Crafting,He/him/his,754 294 8773,Victoria.Lyon@mail.ca,-1,2,2,2,2,1,0,4,0,1,1,2,2,0,1,4,-2,1,1,0,1,1,1,3
6831,Julian,Eagle,IT,No,Female,Heterosexual,No,No,Asian,No,No,No,1981-12-23,40,Julian,Canadian,Sports,She/her/hers,359 348 6515,Julian.Eagle@mail.ca,-2,0,-1,2,1,2,1,2,2,1,2,1,2,0,0,5,2,1,1,1,-1,1,0,4
6832,Caleb,Williams,RD,No,Female,Heterosexual,No,No,White,No,No,No,1959-06-09,63,Caleb,Batswana,Travelling,She/her/hers,967 579 1472,Caleb.Williams@mail.ca,2,1,1,1,1,0,0,5,-1,1,1,-2,0,2,1,2,1,1,2,1,2,0,0,5
6833,Elijah,Emerson,IT,No,Male,Heterosexual,No,No,White,No,No,No,1980-10-27,41,Elijah,British,Music,He/him/his,906 153 7780,Elijah.Emerson@mail.ca,-2,1,1,1,1,1,0,4,-2,1,0,1,1,1,1,3,-2,2,1,-1,-1,3,0,2
6834,Benjamin,Vaughn,Finance,No,Male,Heterosexual,No,No,White,No,No,No,1957-02-08,65,Benjamin,Canadian,Cooking,He/him/his,562 999 8399,Benjamin.Vaughn@mail.ca,-2,1,-2,2,-2,3,0,2,1,-1,2,2,-2,2,0,3,0,1,2,-1,1,1,1,3
6835,Amy,Patel,IT,No,Female,Heterosexual,No,No,White,No,Prefer not to say,No,1988-08-18,34,Amy,German,Sports,She/her/hers,634 758 2641,Amy.Patel@mail.ca,1,-2,2,1,2,1,0,4,2,-2,1,1,2,1,0,4,0,2,1,1,1,0,1,4
6836,Joseph,Matthews,Sales,No,Female,Heterosexual,No,No,White,No,No,No,1986-07-04,36,Joseph,German,Cooking,She/her/hers,586 553 5491,Joseph.Matthews@mail.ca,0,1,0,1,0,0,3,2,2,-1,2,-1,-1,3,0,2,2,2,2,2,2,0,0,5
6837,Janice,Chappell,Marketing,No,Male,Heterosexual,No,No,White,No,No,No,1981-01-08,41,Janice,Canadian,Crafting,He/him/his,659 477 3148,Janice.Chappell@mail.ca,2,2,2,2,1,0,0,5,1,2,1,2,1,0,0,5,0,-2,-1,0,-1,3,2,0
6838,Clint,Middleton,HR,No,Female,Heterosexual,No,No,White,No,No,No,1977-11-26,44,Clint,Canadian,Sports,She/her/hers,144 614 4775,Clint.Middleton@mail.ca,-2,1,-1,1,0,2,1,2,-1,2,2,-2,1,2,0,3,-1,1,1,-1,1,2,0,3
6839,Morgan,Umney,IT,No,Male,Heterosexual,No,No,White,No,No,No,1979-07-17,43,Morgan,Canadian,Video Games,He/him/his,701 695 2801,Morgan.Umney@mail.ca,1,1,2,1,1,0,0,5,-2,1,1,2,0,1,1,3,-2,2,1,-2,-1,3,0,2
